Loan Id,Duration,Received,Persons Received From Total,Banks Received,Paybills Received Others
recd0sGXDYPKMmV67,6,659221,659221,150130,5900
recnZIJoOCMECTz6s,6,347776.69,307326,111050,115752
rechdVDEmH7XZR7dr,6,197453.01,161604,296510,300
rec5ytJsv2fVRaUw0,6,320439.07,304239,127460,7
,6,174600,174600,11256,0
rec9OfS6IaOSGJApl,6,1476444.72,1353139,498701,0
,1,37835,33605,30,180
rechKriDCvnlTIcNZ,6,1535890.07,1218191,271916,911145
,12,405614.78,393798,423663,203741
recXjcgIgTCRGbHdC,6,436384,416529,1191728,834.57
recBvuTFhnC8YXIKY,6,329982,329982,43479,59600
,6,17653,17653,60,500
,6,736676.05,706563,1338067,334437
recGpFwUgsZFmxZh9,6,1300970.78,1032223,217608,7198
,6,21490,21490,8055,290
rec4TNRwvJfqoI7U8,6,144649.46,133077,21849,29375
,6,4183496.64,4134938,2733585,2056798.85
,6,247538.86,155700,439600,0
recrZ3fbQpoOraatT,6,68357,69045,22370,877
recajSPZKcIBs1khN,6,450370.08,411445,89674.5,32423
recmLVqtZCth4Ruri,6,267359.46,252990,9650,10
recmLVqtZCth4Ruri,6,267359.46,252990,9650,10
,6,187190,186990,2050,0
,6,510050,429940,618530,27782
,6,244989,244989,27417,3871
recZKUAJlX8AsN3Lb,6,602177,602297,630910,0
recBgU5vNjGiiEGQb,12,52348.77,49922,111545,5313
,6,1133845.48,590292,1221630,8350
,5,14754.69,14156,200,0
recRLXvksdBBKGGXT,6,1159696,367215,4990,98509
recBCV4zrWJl269DJ,6,1036943.32,1012146,2788029,10
recciHafSQylbxM0S,6,246861,246861,50950,61638.98
recO7CATdS6aKbwrJ,6,487598.3,272236,2000509,669400
recuvrGduzK1vIxsJ,6,165597.21,134810,142605,0
recVtVHhQcOMs63ia,6,374982,374982,24215,708
,6,92701.96,74360,10288,2445
recChEqTU9SAdgLVI,6,516175.15,465862,16550,47600
recs2Va2PixOZwqqR,6,170613,170613,334300,9860
rec39jB9jdNgk5M4J,6,275749,275219,2550,15963
,9,1069013.3,973733,418434,139520
rec8VHHLxKXH2y7Kj,6,1910885,1910885,2498500,133523
recvXRQf7Lql3tZtH,6,554291.93,491900,239650,19117
recdaCNgKuXD2grxB,6,267726.67,250489,974500,808360
recycHlVPcqpAa6rb,12,182250,182055,10550,0
rec33jQUa8jrZACP1,6,284459,284459,556590,353
recRT2UHc5jPTezZi,7,43838,43838,0,310
,6,111685,106795,8000,10
recCvqPN0MHUPTCdQ,6,1542123.24,927260,604929,296551
reciZQpYmtpJTfmr6,6,1318996.88,385460,159700,3127
recDOdsEQrzgL0PJQ,6,28478.7,24031,1600,60
,6,48779,48709,14595,10
,3,134937.62,111536,170507,4720
recaVVXq300aFA0IQ,6,493415.67,491237,14435,160
reciZmQbWGNUkLQgH,6,52156,52156,32240,0
reciFJJARxnKUqUko,6,673699.12,642294,31806,9135
,6,576231.66,566749,4250,201806
rec9MogCjS6ixcJtm,6,270011.58,253437,205250,0
recRwjL0ohpyeHfaU,6,215897,215897,324156,7
,6,463687.55,455306,194195,320291
recCs6o3Ob6AuCYic,6,446760.48,318629,565500,132975
rec7FFGC3ZvG4krMt,5,40832.81,36349,400,1000
recCs6o3Ob6AuCYic,6,446760.48,318629,565500,132975
,6,656298.84,649571,165600,9466
recToK7ik0xkI721E,6,125468,126008,16470,19061
,6,229915.78,218099,63224,70
,6,87462.42,86920,72400,0
recJYDOkg7rtihPLX,6,889631.34,859453,88151,7050
recwO98yy1fAgYIYH,6,135179,135429,52350,833
,6,64239.75,39546,0,17892
,6,240057,239557,1324350,23
recjwpPVwJdhx6Zxi,6,258837.49,246556,800,479145
,6,1007507.37,924194,664730,69347
,6,1007507.37,924194,664730,69347
recC2Ln4rgmaOw2xq,6,196004.21,103862,1200,69001
,6,229915.78,218099,63224,70
recSJ2qDfUFMAJwyk,6,1115019.46,827252,461163,438423
recSJ2qDfUFMAJwyk,6,1115019.46,827252,461163,438423
recb3FAe8KH5x2czg,7,1828567,1828567,165470,130013
recoDanq8k5jjUpyc,6,98391.82,55233,509264,95926.57
recqNp9XoqGvwpU53,6,181118.15,172272,950,3114
rec8hc0hwRccla70X,6,900053,900053,841690,3318
recKsT5luTMBXZeNX,6,178116,161751,15880,66312.99
,6,65644,65574,34864,180470
recddJgWVd9aDBZxy,6,553141,552656,60050,45148
,12,1150804.74,964188,395063,27200
recrIqShbvnmiQ3HK,6,914124.05,867590,276485,247462.66
recN6HTyBNfedMDoo,6,339983.26,253323,22660,12497
,1,81190,81190,0,0
,1,81190,81190,0,0
,1,81190,81190,0,0
,1,81190,81190,0,0
reckAeNgVLfxBZq0S,6,485483,480753,183089,2000
,1,81190,81190,0,0
reckAeNgVLfxBZq0S,6,485483,480753,183089,2000
,6,411306,348105,517480,125501
,6,411306,348105,517480,125501
recF63FU2puwDCGC3,6,258282,258332,152210,361675.95
recpL4qWkvwmfZ1fv,6,528936.21,492401,185820,17
rec6SbojKYwQJdEHs,6,233332.75,220011,872905,10
rec70zhQOeEppBrsi,6,284185.21,270057,84790,500
rec70zhQOeEppBrsi,6,284185.21,270057,84790,500
rec70zhQOeEppBrsi,6,284185.21,270057,84790,500
,6,95603,95603,0,6900
,6,253344.58,237437,31304,650
,1,1347.06,1270,500,0
,1,1347.06,1270,500,0
,5,42252,40852,31710,5350
reczeeWOObPHIxGep,6,519118,510118,251650,1207
recvh71vEaz3SLGJp,6,148354.75,108356,1180,0
,1,81190,81190,0,0
recqnlgVpBmfOqlCa,6,416803.86,403550,145912,12455
recHpffrBFmnnaIBH,6,1139937.1,892320,218617,4816
recJB3caaKDBwoBBl,6,31086.17,25560,0,210
,6,210293.74,206337,17610,220
recTG2EDQK7sni3ij,6,140058.47,117801,16090,12900
recTG2EDQK7sni3ij,6,140058.47,117801,16090,12900
,12,97955.19,54199,250170,55850
,12,1040668.47,913837,1528670,15000
rec6Ka6GcVWbyr4Fe,6,460603.05,397012,727170,182034
recHjUGu3akAEoCFi,6,117659.34,112889,6897,137085
recUe4C10bKfxzuxK,6,231647.49,208339,40900,0
recWFfXzUhlZaYAUj,6,697541.49,692509,24600,1200
,6,688265,686765,232210,57884
,6,640722.22,623169,163190,76578.98
recACoV9I6HtYCOw1,6,700598.8,457318,740400,190053
rec8bvibJw1Chgxd5,6,557325,558825,70850,123080
,6,321011.79,311070,9920,17662
,6,79849,79549,0,425
,6,640722.22,623169,163190,76578.98
,6,640722.22,623169,163190,76578.98
recgLbp7hRI0UjKyh,6,474931.72,456470,112050,2047
recmcDZJVqasRTpXB,6,1414222.6,1339672,1011230,87639
recgLbp7hRI0UjKyh,6,474931.72,456470,112050,2047
recA2rQH2AIZl8pMU,6,277991.36,273186,6100,2735
,6,72876,72876,52164,1028
,6,232741.64,192577,24850,27
,6,232741.64,192577,24850,27
recxHRATHOWTtgwIk,6,6420,6420,0,0
recxHRATHOWTtgwIk,6,6420,6420,0,0
,6,55706.69,43420,9410,10
,6,55706.69,43420,9410,10
,6,55706.69,43420,9410,10
,6,324089,322309,8000,4515.84
,6,31369,31309,65460,0
,6,83010,83010,8350,10
recjDAZgaiVJdXWvO,6,1700884,1697684,802216,20256
rec930FTxCoNOb8Db,6,428705.21,355130,16700,61274.75
rec8vyLf6FNOVTMSo,6,187905.82,150986,35750,64787
,6,61143,61143,68792,0
,6,595117.32,471440,175880,15867
,6,280953.1,278245,13430,0
,6,322342.65,237184,531610,528692
recZpIhktZHDx1l1q,6,145167,142687,140050,180937
,6,59700,59700,39717,400
reccUqHNKj5x7TIBa,12,26395.09,23639,199859,10
,6,234862,234862,115320,11
recF2nFmIONTnp2ya,6,4426103.18,4025542,253350,178257
,6,143316.47,120612,293414,43675
,6,187825.79,180246,28751,1170
recOYswPed8PpT398,6,1509663.81,582578,12430,243210
,6,441504.34,440588,113455,4200
recFJZJpc4vDVxmPJ,6,146420,146420,0,0
recLlIq2B3N8Z0pWs,6,28982,28982,95920,10
recLlIq2B3N8Z0pWs,6,28982,28982,95920,10
recSHy8fwADvi5oPn,6,73256.05,29650,212610,0
recoLdFYgBZCwoUSx,6,474917.35,448337,487110,0
recMjFrnIKxFS0PsE,6,40963.29,40020,52842,0
,6,536259,536279,231358,85000
recgHVfHbBZB6FYth,6,512674.82,496715,411575,109838
recbcGW1ZjAhIFFOd,6,122081,121781,2110,264826
recbcGW1ZjAhIFFOd,6,122081,121781,2110,264826
,6,61167.71,28671,210,17125
recZ4rGnRAkjQGKqA,6,733921.99,486901,250420,687
reccackBEe2rfsbhg,6,68500,68500,8000,0
recF4hnc8PIxpyQT8,6,396530.82,384310,176297,77540
,6,25730,25730,183620,80
,6,293327.11,279858,9797.5,0
,6,749234,753234,371380,594775
reccUqHNKj5x7TIBa,6,13118.09,10362,98782,10
recO5IDs7fq01ND6N,6,23150,23150,483700,10
,6,32279,30579,41323,3075
reccackBEe2rfsbhg,6,68500,68500,8000,0
recOKEeH8zzhPYyy2,6,2458836.53,2320655,122320,0
recXw6TMIOzlciWlX,6,707759,707759,150200,11507
recdN4nnOi91Dib12,12,159883.87,158668,93736,1130
recdN4nnOi91Dib12,12,159883.87,158668,93736,1130
recdN4nnOi91Dib12,12,159883.87,158668,93736,1130
,6,40878,40828,15900,0
recbHRfC52jYvDRe7,6,166032,172272,13550,0
,6,119846,119846,12172,513
,6,536259,536279,231358,85000
,6,403476,402841,214970,2950
recbcGW1ZjAhIFFOd,6,122081,121781,2110,264826
recId6tvLcchCdThE,6,225634,225634,1600,138
recr3mIyRqQG1RcGK,6,793993,794023,49768,0
recnzSq9tQOQUjwi3,6,3430435.97,3208052,2596936,10603
,6,32389.14,29640,2000,0
recnzSq9tQOQUjwi3,6,3430435.97,3208052,2596936,10603
recwawLOnY6de82wy,6,1246384.26,1075169,74480,16760
rec0Oxm4JJHPe3SmQ,6,3290666.79,3115777,275230,44157
recPbgbU7IBqRAPjJ,6,121668,121638,280,0
recNbQP3wGYNik8zj,6,183285,183315,100,3010
recNbQP3wGYNik8zj,6,183285,183315,100,3010
recSMVYG06J215DK3,6,62803,49248,2190,21207
,6,1318556.62,1215686,234390,93288.75
,6,1318556.62,1215686,234390,93288.75
recglHvMiiwcRGF1k,6,145196.24,135880,35100,25741
recglHvMiiwcRGF1k,6,145196.24,135880,35100,25741
,6,152459.07,130108,372610,7
,6,731639,722639,324080,13
recbmRcGEPxQK0Tvl,6,938293,936893,180580,13826
,7,45350,45350,17208,17
,6,147523.43,130735,22659,11849
recbjIE5CtY52yZbl,6,1507284.64,1342068,112150,0
,6,325160.78,317491,4964,85637
,12,631712,629608,202558.8,83264.31
recyQUxYNObGDRpT2,6,45689,45689,1200,4642
,6,588567.51,592910,24040,70917.6
recgPsj1yS3XWa6uu,6,101422.69,89500,707334,4961
recgPsj1yS3XWa6uu,6,101422.69,89500,707334,4961
recEl20jEaGsASG5T,6,333582.08,210332,30500,30000
recW3kKL2gKpPYwgq,6,2465704.67,2456229,35000,135860
,6,1009192,996592,173250,1650
recdeAqInQVnV3bUS,6,935301.09,828815,79400,382
,6,255004.79,234072,81430,126100
rec6BUZ6dp6G3y6Rk,6,166890.13,149446,100582,4502
rec6BUZ6dp6G3y6Rk,6,166890.13,149446,100582,4502
recxp2QqVglDm1p4Z,6,255325.49,222126,137400,0
recxp2QqVglDm1p4Z,6,255325.49,222126,137400,0
recgPsj1yS3XWa6uu,6,101422.69,89500,707334,4961
recikvZ6YL7y2yQt1,6,60578,61578,10025,360
recp4TIAqsKJVeIMt,6,717050.1,689617,27401,9979
recxGsn1UowFAaH3P,6,43724,42955,1520,4537
recCr0pdUhssAV9UU,6,379470,379470,548400,21750
recp4TIAqsKJVeIMt,6,717050.1,689617,27401,9979
recc5SZkhN7VgLISd,6,230755.7,179186,1955367,1629760
recm17GnyyZ6NPbIi,6,1078962,1045567,32130,486810
rec0v8aMX1iQsqWqN,6,2277537,2277537,741866,557
recpcLwQy9VgzKOKv,6,443904,443904,166558,3178
recpcLwQy9VgzKOKv,6,443904,443904,166558,3178
recR2Hjqj1fHcBpBi,6,329050,328980,5700,2500
recvIybR6kVpg7mpN,6,1980247.25,1965001,57072,79600
rec0v8aMX1iQsqWqN,6,2277537,2277537,741866,557
,12,952146,948366,29900,210
,6,52355,54355,154461,0
,6,1191314.93,937384,317624,59920.66
,6,1191314.93,937384,317624,59920.66
,6,145774.31,134328,800,190
,6,17581,17581,12200,0
,6,17581,17581,12200,0
recI6S3v9aKJyUSGE,6,488560,490820,27080,24205
,6,145774.31,134328,800,190
rechwnpNE431vZM10,6,59577,59547,16430,185
,6,52889.51,47340,3550,321280
rechwnpNE431vZM10,6,59577,59547,16430,185
,6,310069,310069,15592,0
,6,54971,54521,700,1145
,6,131398,128288,89934,0
recHxYTtxn9uT2Qb4,6,343425.2,340209,18520,50
recXFU3wjCPCnVpog,6,323396,322396,168620,123498
,6,120087.88,91790,81910,15810
reccNG6KkzoYUlkSM,6,114197,114142,50880,1110
,12,1675549.44,1588833,260093,90054.79
rech7uI2hQHoZxSVM,6,3651222.1,3366236,446424,64013
recxUqFyUvvVcCcfm,12,591219,572229,194817,90750
,1,1347.06,1270,500,0
recNcmfOvA3d5h3g9,6,649351,649001,15600,1787
,6,209168,209168,478374,50
,6,63874.22,52210,90020,28010
,6,1150377.69,1044738,2143705,128
,6,805992.66,538137,257130,5810
,6,104791,104791,19100,10177
recYroni8tMHLUtJd,6,2099829.94,1698479,731881,90980
recYroni8tMHLUtJd,6,2099829.94,1698479,731881,90980
recLEO4QbIMtKdbLH,6,646312,641512,183450,8940
recLEO4QbIMtKdbLH,6,646312,641512,183450,8940
recW50NxjKa8CNAgI,6,67012.34,46695,177300,500
,6,31168,31666,15000,300
rec0S25khBOUWbwur,6,1057866,1057556,172930,7017
recqh60CzzrXaGmbd,5,88734.95,82800,51550,0
,6,271698,271698,413890,0
recSc3HrQwfJp0dIU,6,160560.88,74089,95000,2957
,6,254884.14,225136,1100,0
,6,463915.08,374938,63500,11505
rec3u0y525dRGiLwn,6,245753,245753,14550,0
rec3u0y525dRGiLwn,6,245753,245753,14550,0
,6,17160,17160,0,210
,6,17160,17160,0,210
,6,463915.08,374938,63500,11505
recQybtCvt0StsFRM,6,206169.07,184021,11410,15010
,10,22337,22357,0,1220
recHcg4W1CukUfbtP,12,293133.79,177056,200047,1455
,22,308973.26,298897,6015,2525
recmOtqSgJi6gEysr,6,762372.02,677910,251700,7
,6,270777,270677,38308,23
,6,162677,178777,426600,1890
,6,162677,178777,426600,1890
recPG0DYTJYTqGMDD,12,435208.47,404992,2150,69540
recR6UHIGM8hjFkuP,6,234879.1,164332,724135,66950
reciMt7TNtwJ0mxIw,6,5352185.49,1766691,11228321,18015
reciMt7TNtwJ0mxIw,6,5352185.49,1766691,11228321,18015
recpnEaujfzZcAmSv,6,274316.5,273451,40900,341160
recpnEaujfzZcAmSv,6,274316.5,273451,40900,341160
,5,124687,123447,2200,1180
recXGrNZ6a89D59WM,6,190433.62,127019,1641900,0
rec9HXLrt6sdHbGIF,6,179663.41,161810,147900,3925
reccy9A14zkKCN9w3,6,51208.24,45759,2330,0
,6,2784212,2784112,935422,180
rec3QVhPkzMuVCaXB,6,111320,111300,680110,182064
recFok55w4DHjxKIN,6,742181.6,683242,127949,198044
recWUu9dH87uKuTKb,6,394246.8,385783,188998,1000
recWUu9dH87uKuTKb,6,394246.8,385783,188998,1000
recJTxQLG2QZdtKrD,6,82821.63,81081,7500,8900
recHOOLkShutfpEbN,12,232087,216505,1050,2281
rec4jTt2Z6sgbtsdJ,6,821414.39,642824,137125,140947
,6,662684.62,536501,335950,20561.75
,6,713198.91,673780,845180,646500
recwu6mECIlw4Va1Q,6,261752,262061,26060,1200
recWaCjezrTeeSwJM,12,1000110.93,948049,277692,109684
,6,247736,247736,5400,0
,6,468038.92,419173,108570,3700
,6,23097.64,20804,40745,6069.96
rec7ydzAGDBLJBtBQ,6,77205,77205,16900,17.99
,6,23097.64,20804,40745,6069.96
recdmsNL8TkfzICPH,6,86855.25,74695,170390,101788
,6,402442.2,401380,31400,0
,6,174786.83,154283,3100,3881
,6,1185498.63,1007416,319110,159662
,6,1185498.63,1007416,319110,159662
,6,183195,177605,7460,6510
reciDyl48VOLGlbDL,6,643351,511966,32389,181936
,6,128610.64,81244,34300,0
rec0hMBWTO6Mv8hyN,6,872064.67,769071,332645,9000
rechL2lktLH3iS3TR,12,241344,241344,8375,253627
recrQfGw1nP6Jijs6,6,478417.16,377538,4250,899
,6,2591942.47,2207014,1845470,7573
reco9UVcQYLjjGDNx,6,135139.78,124067,0,0
reco9UVcQYLjjGDNx,6,135139.78,124067,0,0
,6,2591942.47,2207014,1845470,7573
recmBZO7OluhRK1rH,6,258261.86,251733,13750,81
recLsgKCC7JbHOjs6,6,84259.34,74571,500,0
recLsgKCC7JbHOjs6,6,84259.34,74571,500,0
,6,106988.64,100181,15060,0
,22,308973.26,298897,6015,2525
,22,308973.26,298897,6015,2525
,11,17985,17885,12100,26262
rec881T342na68rtf,12,966552.24,930041,329970,4656
,22,308973.26,298897,6015,2525
reckZT4Ec28nGlnVz,6,38186.85,23140,52570,65840
recinvAhImMBkbsYU,6,63820,63820,4960,290941
,11,17985,17885,12100,26262
,11,17985,17885,12100,26262
recHab0M881w73Wnt,6,3763510,3707560,887250,85607
rec5RkBKW2kjzA6c5,12,173600,173580,11071,1967
rec5RkBKW2kjzA6c5,12,173600,173580,11071,1967
rec0r5B9DshdGIgdQ,12,1102511.37,888737,152924,1510
,5,42252,40852,31710,5350
recz7qORt4jBHBeAw,12,380090,380090,494052,16680
,12,30531.12,17400,48500,10
recr95oJUgZoyKFkB,6,837118,836118,28282,3453
recM6Q789U81KAMIQ,7,707645.62,536228,1405440,17
,6,67452.37,65953,6155,300
,12,162607.8,161465,215398,6017
,6,30014.7,17100,17000,10
,11,17985,17885,12100,26262
recQ8CJX4JyO4mDX0,6,111402.43,107857,1333300,355000
,6,2160510,2156010,66457,0
recj0LNGO49zoYMpa,6,663026.39,590810,169450,0
,6,365058.4,228875,96620,237230
,6,307203.61,266215,34700,5597
recmFjWSW3B8wWMdB,12,452960,452520,62930,200
,12,27253,27168,98820,6716
,5,199437.87,197599,144421,379300
reczlx4Gxw6M5oQrU,6,173135.44,156487,19160,230
,5,199437.87,197599,144421,379300
,6,30014.7,17100,17000,10
recxhzhvSHu6JAU1t,6,302481.4,296646,3000,8350
recxhzhvSHu6JAU1t,6,302481.4,296646,3000,8350
rec2UuzcIel1pDCtc,6,21037.3,20309,96355,50000
rec0r5B9DshdGIgdQ,6,583755.19,478536,69890,1510
rectQZKGYzw4i218T,6,116805,118097,13390,0
recz2KM4vFkyUj8VG,6,211345.73,206830,14600,3177
,6,141305,133805,30650,3407
,6,178175,174825,5770,19819
,6,178175,174825,5770,19819
recE0jGSUxbXjGWcI,6,861087.79,841178,420485,224853.98
,6,165961.62,72260,1700,10
recTj5LFpL912U8sJ,6,106066.46,99932,16292,995
,6,618907.98,400768,32930,1424
recB1gXhyaF0yJcTW,6,214044.33,175015,178435,158977
,6,234212,233552,85690,57
recWGsRlPM81dGuCX,6,493087.09,411189,169530,0
,6,234212,233552,85690,57
recoptaoTvc1fx1oI,6,1922715.21,1779839,318070,207694.86
,6,141721.72,122450,1950,132610
recuvKFTBSfcXKo3V,6,93710,93710,25630,23158
rec0r5B9DshdGIgdQ,3,276338.01,222837,33200,1500
,12,40160,40815,7500,73516
,6,153110,153110,49949,2353
,6,28722.01,28097,2500,0
,6,28722.01,28097,2500,0
recTnL7UElTGdt3C4,6,175801.05,129212,12577,0
reclI4erzfja3UEiJ,6,25018.75,10311,77900,85850
,12,40160,40815,7500,73516
,6,141721.72,122450,1950,132610
rec94PnzmJsUo5eEi,12,37789.48,28055,127948,180
rec94PnzmJsUo5eEi,12,37789.48,28055,127948,180
,6,144710,144710,119125,13173
recl0HAKoiXiPPkia,5,39460,39460,99900,151050
,6,2000973,2000973,208200,3603349
recChpQdAaQtII4sD,6,116396.47,93590,100667,250
,2,150060,149030,34000,80
rec2QEvrH8ZS0BgWS,6,233263,229713,24530,245017
,12,301554.47,298925,300,1100
,6,357949.5,322580,54944,5368
,6,287645.86,280049,11568,35061
,12,42661,42674,100,10
rec32QPhW8astVsA8,6,2779920,2780280,597800,460
,6,1080760.36,993580,44558,17
,6,82017,82122,12620,694
,6,73984.47,66802,46300,57
,12,42661,42674,100,10
recZ71iUUwac141Y2,6,2705,2705,7400,5000
,6,287645.86,280049,11568,35061
,12,87156.11,83415,157150,84750
,6,487925.07,385173,122096,3200
rec32QPhW8astVsA8,6,2779920,2780280,597800,460
,6,496336.56,482843,39630,4857
,12,529705.62,405533,460930,7390
,6,26640.94,18020,8362,2004
rec6Guxgvh0J2r09k,6,236732,236262,17400,4700
recYn4Dbb4gkdOsDW,6,100354,99724,450,0
,6,1450,1450,0,7265
recGbe6M7ZKV99teG,6,102415,101845,167625,7
recL4gFKwsTPs23J2,6,251956.21,229692,44587,6976
recpU5UQ0LZap4XKa,6,82776.2,70978,4500,0
recvy9Fcf5jtIs5B1,6,33830,24830,43258,0
recpQbEVPOwtyn3cB,6,596772.26,475933,306761,2550
,5,149293,149093,27790,11400
recl4CvbeCM0PEEEy,6,435490.45,166578,427590,323594
recUnInnq4pt85WYL,6,645750,642650,123860,12655
recszWYRedHpPJL38,12,248398.7,169312,301925,170
,12,823492.32,595550,434205,424516
recl4CvbeCM0PEEEy,6,435490.45,166578,427590,323594
recUnInnq4pt85WYL,6,645750,642650,123860,12655
recUnInnq4pt85WYL,6,645750,642650,123860,12655
recEzEXYwAp5o2sCW,6,403059.73,58668,56000,6500
receLgtOWrVRGso47,6,487795.9,279639,308500,24600
recokh0hDPwMVGpyF,6,129004.95,117180,1720,7484
,6,648616.37,590944,360031,53
,6,648616.37,590944,360031,53
recVuvbZpm1rOzA1Z,6,70385.93,68455,252850,25
recdRSy4mkX24NvEH,6,82620,55759,9230,100
,12,759290.11,706019,33469,287257
,12,759290.11,706019,33469,287257
recYmifdEV2WF7zEl,6,357198.58,339108,16930,5879
recTqzsxvKOvp31co,12,4130262.98,2339228,2666150,91642
recTqzsxvKOvp31co,12,4130262.98,2339228,2666150,91642
reczVnoefnZF8G3dX,6,415469.6,399212,82328,15712
recpIOca6SlscGuml,12,1990856.2,1973064,1427535,1394267
rectTVKdRmiH9jPIX,6,235001,235001,41600,17
,6,573519,572899,200516,17306
recUnInnq4pt85WYL,6,645750,642650,123860,12655
recUnInnq4pt85WYL,6,645750,642650,123860,12655
recm6xPY0OukRa4fK,6,52352.2,45760,7795,57534.46
,6,500220.93,462506,145500,17
,6,500220.93,462506,145500,17
,6,225681.7,152808,9155,17
,6,92199,91949,89229,36431
recVpN9BvM9iqv8Ss,6,67077.82,62946,15767,3084
recz5g1EjCP4fqcVX,6,111818,112268,65637,10190
recz5g1EjCP4fqcVX,6,111818,112268,65637,10190
,10,49630.14,42580,64455,0
,6,78717.12,40250,150300,80850
recMwbdLrUCiA5uop,6,67432.75,65397,255190,339.2
recWzIhk5R5m80HDt,6,83285,83285,228783,0
recsz989IYdE3piVR,6,48474,48474,43060,9600
,6,101252.91,54287,280077,0
,6,132334.56,94890,18850,10
rec8XNOniQk69cUtu,6,81593.53,74021,114000,10
reciUmnbfnVFYqXON,6,91370,91365,17843,22974.65
,6,6157,6072,4650,0
,6,6157,6072,4650,0
recid8FcEhCiKetNS,12,210774.44,172672,79158,4570
,6,1710469.97,1477192,1174286,3300
reclhHJbsAxSPbRjK,6,497042,497142,695250,42076.03
recpea5xiSaSDK41s,12,293133,293133,8770,7
recHoSrBRtDA63uU1,6,836750,837730,815800,5825
reco2kB0JKmqrthH2,6,178606.38,162964,17179,8644
,6,22209.73,16879,1900,7
,6,22209.73,16879,1900,7
recJPI0lsepg5qTwX,6,546560.08,420974,155854,6640
rec7JOP8f6vcA7dyH,6,636502.84,629334,86651,35167
,6,136455,136455,447391,36488
,6,136455,136455,447391,36488
,6,1512787.41,1437839,267035,48268
recob1KnAqsUtzZKe,6,69917.27,68400,10150,0
rechNKAxYsliPhJRW,6,1628283.49,1353680,795089,10043
recVKQDXTUo38bFMx,6,149167.63,144941,470110,50
recfpcOemgzITVWP0,7,911109.99,803802,619831,630823
,6,154364,154364,62743,7389
recfpcOemgzITVWP0,7,911109.99,803802,619831,630823
,6,12168,12168,0,0
,6,500220.93,462506,145500,17
,6,25020,25020,1490,10
recG6bQFW58L0ZyO5,6,60951,60951,102050,10
recyqEaKQGTJhLBjC,12,208440.31,185841,395840,28004
recAEBT9aVxZhQKaG,6,1350459,1350459,1390004,10
recG9tAGlJLk0whoA,12,694582.87,570135,29260,557
recaNibJY8UQ4AX6y,12,389289.84,272807,14800,841981
recvScdvqz2lxYUKa,6,1166113.63,1003756,100,13885
recgxIh7nskDFWc1U,6,514182.69,500400,283101,1953
,6,51870.27,41810,267070,107471.79
,12,137026.6,119145,113620,88224
,12,137026.6,119145,113620,88224
,2,64100,64100,0,0
rec323IQKraN1vIW1,6,58883.76,20242,480465,1700
rec323IQKraN1vIW1,6,58883.76,20242,480465,1700
,6,79186.28,80759,64120,3269
,6,83352.67,75288,49434,2300
recZmsRzPUpzCLXSE,12,175772.29,158746,29118,14582
,6,7985417.43,7893305,3290350,13
recBfZSbBxyxDYYab,6,238462,238462,166785,0
,6,44817,44817,158940,273774
,12,421780,421640,638500,221323
recN9QLABLyurPkEB,6,46581,46581,174260,2191
rece4FpuI3vyXwmGw,6,270053,268868,206937,72000
rec0cBnulkc6Svbyw,6,496487,496487,757250,2788
rec0cBnulkc6Svbyw,6,496487,496487,757250,2788
,12,115590,115590,122362,7514
recIwr37ifD6IyH11,6,50626,50566,28520,20
recszWYRedHpPJL38,12,248398.7,169312,301925,170
recynRXKy0786FLHb,6,270879,270879,20214,380
recOP6N33iw7DhSDg,6,162992.05,131400,90930,0
recVQb9jsKq63ZT2p,6,169337.83,126620,1500,295295
,6,107108,105808,27642,207
recbqtjKW2CU7KZgO,6,48166.77,35546,12440,40
,2,64100,64100,0,0
recZlc2MFC1ZwSGbn,6,26865,25565,0,0
recky3DmwojhxSwxc,6,601091.47,434020,554906,33590
reck7bLBZu8T4tL9w,6,70876,70876,400,5151
